date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:08:13	1611/1611	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Feb%202024%2012:08:13%20GMT	https://fonts.googleapis.com/	/Users/macbook/websites/Acadec%20website/fonts.googleapis.com/index.html	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:13	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Feb%202024%2012:08:13%20GMT	https://fonts.gstatic.com/	/Users/macbook/websites/Acadec%20website/fonts.gstatic.com/index.html	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:14	912/912	---M-Z	200	added ('OK')	image/svg+xml	etag:%22390-650c0f4a-2764a1;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/logo.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/logo.svg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:16	44203/44203	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2009:39:24%20GMT	https://hubhtml.liquid-themes.com/page-digital-hub-blog.html	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/page-digital-hub-blog.html	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:18	48643/48643	---M--	200	added ('OK')	image/png	etag:%22be03-650c0f4a-27648c;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/bg-min.png	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/bg-min.png	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:18	137818/137818	---M--	200	added ('OK')	image/jpeg	etag:%2221a5a-650c0f4a-27648b;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/banner.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/banner.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:19	22416/22416	---M--	200	added ('OK')	image/jpeg	etag:%225790-650c0f4a-2764a6;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/portfolio-2.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/portfolio-2.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:20	25841/25841	---M--	200	added ('OK')	image/jpeg	etag:%2264f1-650c0f4a-2764a7;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/portfolio-3.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/portfolio-3.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:21	68373/68373	---M--	200	added ('OK')	image/jpeg	etag:%2210b15-650c0f4a-2764a5;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/portfolio-1.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/portfolio-1.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:21	34286/34286	---M--	200	added ('OK')	image/jpeg	etag:%2285ee-650c0f4a-2764a8;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/portfolio-4.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/portfolio-4.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:22	34765/34765	---M--	200	added ('OK')	image/jpeg	etag:%2287cd-650c0f4a-2764a2;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/marketing-1.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/marketing-1.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:23	31394/31394	---M--	200	added ('OK')	image/jpeg	etag:%227aa2-650c0f4a-2764a3;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/marketing-2.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/marketing-2.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:24	75438/75438	---M--	200	added ('OK')	image/jpeg	etag:%22126ae-650c0f4a-2764a4;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/marketing-3.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/marketing-3.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:26	47152/47152	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2009:39:24%20GMT	https://hubhtml.liquid-themes.com/page-company-what-we-do.html	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/page-company-what-we-do.html	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:27	39477/39477	---M--	200	added ('OK')	image/jpeg	etag:%229a35-650c0f4a-276496;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/case-study-2.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/case-study-2.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:27	67521/67521	---M--	200	added ('OK')	image/jpeg	etag:%22107c1-650c0f4a-276495;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/case-study-1.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/case-study-1.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:28	51516/51516	---M--	200	added ('OK')	image/jpeg	etag:%22c93c-650c0f4a-276497;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/case-study-3.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/case-study-3.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:29	23967/23967	---M--	200	added ('OK')	image/jpeg	etag:%225d9f-650c0f4a-276498;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/case-study-4.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/case-study-4.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:30	39103/39103	---M--	200	added ('OK')	image/jpeg	etag:%2298bf-650c0f4a-276499;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/case-study-5.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/case-study-5.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:31	28239/28239	---M--	200	added ('OK')	image/jpeg	etag:%226e4f-650c0f4a-27649a;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/case-study-6.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/case-study-6.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:33	70526/70526	---MCZ	200	added ('OK')	text/html	date:Thu,%2021%20Sep%202023%2009:39:24%20GMT	https://hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/page-asymmetric-agency-case-studies.html	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:33	25682/25682	---M--	200	added ('OK')	image/jpeg	etag:%226452-650c0f4a-2764aa;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/team-1.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/team-1.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:34	17875/17875	---M--	200	added ('OK')	image/jpeg	etag:%2245d3-650c0f4a-2764ab;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/team-2.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/team-2.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:35	28668/28668	---M--	200	added ('OK')	image/jpeg	etag:%226ffc-650c0f4a-2764ac;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/team-3.jpg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/team-3.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:36	118592/118592	---M--	200	added ('OK')	image/png	etag:%221cf40-650c0f4a-27648a;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/avatar-testimonial.png	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/avatar-testimonial.png	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:37	2642/2642	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a52-650c0f4a-27649f;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/client-dropcam.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/client-dropcam.svg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:38	3585/3585	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e01-650c0f4a-27649c;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/client-amazon.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/client-amazon.svg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:39	3801/3801	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ed9-650c0f4a-27649e;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/client-cisco.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/client-cisco.svg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:40	613/613	---M-Z	200	added ('OK')	image/svg+xml	etag:%22265-650c0f4a-27649d;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/client-amd-logo.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/client-amd-logo.svg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:41	1434/1434	---M-Z	200	added ('OK')	image/svg+xml	etag:%2259a-650c0f4a-2764a0;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/client-logitech.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/client-logitech.svg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:42	3423/3423	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d5f-650c0f4a-27649b;gz%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/client-Spotify.svg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/client-Spotify.svg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:43	25538/25538	---M--	200	added ('OK')	image/png	etag:%2263c2-650c0f4a-2764a9;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/shape-person.png	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/shape-person.png	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:44	35467/35467	---M--	200	added ('OK')	image/jpeg	etag:%228a8b-650c0f4a-1fdfa8;;;%22	https://hubhtml.liquid-themes.com/assets/images/common/modal-bg.jpeg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/common/modal-bg.jpg	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:45	4693/4693	---MCZ	200	added ('OK')	text/html	date:Tue,%2006%20Feb%202024%2012:08:45%20GMT	https://hubhtml.liquid-themes.com/cdn-cgi/l/email-protection	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/cdn-cgi/l/email-protection.html	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:46	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265bd0be2-4d7%22	https://hubhtml.liquid-themes.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:47	97183/97183	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217b9f-650c0f4a-23b5f4;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/jquery.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/jquery.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:48	108112/108112	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a650-650c0f4a-2767a4;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/jquery-ui/jquery-ui.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/jquery-ui/jquery-ui.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:49	2086/2086	---M-Z	200	added ('OK')	application/x-javascript	etag:%22826-650c0f4a-27677c;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/fastdom/fastdom.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/fastdom/fastdom.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:50	60554/60554	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ec8a-650c0f4a-276771;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/bootstrap/js/bootstrap.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/bootstrap/js/bootstrap.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:51	74038/74038	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2212216-650c0f4a-276789;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/fresco/js/fresco.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/fresco/js/fresco.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:52	5184/5184	---M-Z	200	added ('OK')	application/x-javascript	etag:%221440-650c0f4a-2767bf;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/lity/lity.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/lity/lity.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:53	65262/65262	---M-Z	200	added ('OK')	application/x-javascript	etag:%22feee-650c0f4a-276791;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/gsap/minified/gsap.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/gsap/minified/gsap.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:54	7185/7185	---M-Z	200	added ('OK')	application/x-javascript	etag:%221c11-650c0f4a-276794;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/gsap/utils/CustomEase.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/gsap/utils/CustomEase.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:55	4188/4188	---M-Z	200	added ('OK')	application/x-javascript	etag:%22105c-650c0f4a-27678c;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/gsap/minified/DrawSVGPlugin.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/gsap/minified/DrawSVGPlugin.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:56	35784/35784	---M-Z	200	added ('OK')	application/x-javascript	etag:%228bc8-650c0f4a-27678f;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/gsap/minified/ScrollTrigger.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/gsap/minified/ScrollTrigger.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:57	1032/1032	---M-Z	200	added ('OK')	application/x-javascript	etag:%22408-650c0f4a-276777;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/draw-shape/liquidDrawShape.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/draw-shape/liquidDrawShape.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:58	3759/3759	---M-Z	200	added ('OK')	application/x-javascript	etag:%22eaf-650c0f4a-23b5ca;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/animated-blob/liquidAnimatedBlob.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/animated-blob/liquidAnimatedBlob.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:08:59	5805/5805	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2216fc-650c0f4a-23b5f2;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/fontfaceobserver.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/fontfaceobserver.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:09:00	15509/15509	---M-Z	200	added ('OK')	application/x-javascript	etag:%223c95-650c0f4a-276796;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/gsap/utils/SplitText.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/gsap/utils/SplitText.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:09:01	58113/58113	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e301-650c0f4a-27677f;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/flickity/flickity.pkgd.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/flickity/flickity.pkgd.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:09:02	3535/3535	---M-Z	200	added ('OK')	application/x-javascript	etag:%22dcf-650c0f4a-27677e;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/flickity/flickity-fade.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/flickity/flickity-fade.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:09:03	23266/23266	---M-Z	200	added ('OK')	application/x-javascript	etag:%225ae2-650c0f4a-23b5f6;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/particles.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/particles.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:09:04	37117/37117	---M-Z	200	added ('OK')	application/x-javascript	etag:%2290fd-650c0f4a-276799;gz%22	https://hubhtml.liquid-themes.com/assets/vendors/isotope/isotope.pkgd.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/vendors/isotope/isotope.pkgd.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:09:05	1058/1058	---M-Z	200	added ('OK')	application/x-javascript	etag:%22422-650c0f4a-1fdfee;gz%22	https://hubhtml.liquid-themes.com/assets/js/liquid-gdpr.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/js/liquid-gdpr.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:09:06	303329/303329	---M-Z	200	added ('OK')	application/x-javascript	etag:%224a0e1-650c0f4a-1fdff0;gz%22	https://hubhtml.liquid-themes.com/assets/js/theme.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/js/theme.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:09:07	933/933	---M-Z	200	added ('OK')	application/x-javascript	etag:%223a5-650c0f4a-1fdfec;gz%22	https://hubhtml.liquid-themes.com/assets/js/liquid-ajax-contact-form.min.js	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/js/liquid-ajax-contact-form.min.js	(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:09:09	51/51	---MCZ	200	added ('OK')	text/plain	date:Tue,%2006%20Feb%202024%2012:09:08%20GMT	https://fonts.googleapis.com/robots.txt		(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:09:09	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Feb%202024%2012:09:09%20GMT	https://fonts.gstatic.com/robots.txt		(from https://hubhtml.liquid-themes.com/index-digital-hub.html)
12:09:10	206/206	---MCZ	200	added ('OK')	text/css	etag:W/%2210c-650c0f4a-1bb8c4;gz%22	https://hubhtml.liquid-themes.com/assets/css/demo/digital-hub/digital-hub-blog.css	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/css/demo/digital-hub/digital-hub-blog.css	(from https://hubhtml.liquid-themes.com/page-digital-hub-blog.html)
12:09:11	50598/50598	---M--	200	added ('OK')	image/jpeg	etag:%22c5a6-650c0f4a-27648e;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/blog/blog-1.jpeg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/blog/blog-1.jpg	(from https://hubhtml.liquid-themes.com/page-digital-hub-blog.html)
12:09:12	1009/1009	---M--	200	added ('OK')	image/png	etag:%223f1-650c0f4a-276494;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/blog/blog-logo.png	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/blog/blog-logo.png	(from https://hubhtml.liquid-themes.com/page-digital-hub-blog.html)
12:09:13	32785/32785	---M--	200	added ('OK')	image/jpeg	etag:%228011-650c0f4a-27648f;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/blog/blog-2.jpeg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/blog/blog-2.jpg	(from https://hubhtml.liquid-themes.com/page-digital-hub-blog.html)
12:09:14	56215/56215	---M--	200	added ('OK')	image/jpeg	etag:%22db97-650c0f4a-276490;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/blog/blog-3.jpeg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/blog/blog-3.jpg	(from https://hubhtml.liquid-themes.com/page-digital-hub-blog.html)
12:09:15	44781/44781	---M--	200	added ('OK')	image/jpeg	etag:%22aeed-650c0f4a-276491;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/blog/blog-4.jpeg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/blog/blog-4.jpg	(from https://hubhtml.liquid-themes.com/page-digital-hub-blog.html)
12:09:16	33274/33274	---M--	200	added ('OK')	image/jpeg	etag:%2281fa-650c0f4a-276492;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/blog/blog-5.jpeg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/blog/blog-5.jpg	(from https://hubhtml.liquid-themes.com/page-digital-hub-blog.html)
12:09:32	43518/43518	---M--	200	added ('OK')	image/jpeg	etag:%22a9fe-650c0f4a-276493;;;%22	https://hubhtml.liquid-themes.com/assets/images/demo/digital-hub/blog/blog-6.jpeg	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/images/demo/digital-hub/blog/blog-6.jpg	(from https://hubhtml.liquid-themes.com/page-digital-hub-blog.html)
12:09:33	2809/2809	---MCZ	200	added ('OK')	text/css	etag:W/%22cc0-650c0f4a-1bb8a1;gz%22	https://hubhtml.liquid-themes.com/assets/css/demo/company/base.css	/Users/macbook/websites/Acadec%20website/hubhtml.liquid-themes.com/assets/css/demo/company/base.css	(from https://hubhtml.liquid-themes.com/page-company-what-we-do.html)
